Monomer A,Monomer B,IP vs SHE (eV),EA vs SHE (eV),Optical Gap (eV),Oscillator Strength (a.u.)
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=CC(=C1C)Br)Br,1.2574,-2.0383,3.4143,4.2392
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CS(=O)(=O)C1=CC(=C(C(=C1)Br)N)Br,0.7587,-2.219,3.127,2.7023
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Br)F)Br)N)F,0.7768,-2.0581,3.252,1.9502
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)F)Br)F,1.4744,-1.8903,3.3421,4.2342
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1F)Br)F)Br,1.346,-1.7378,3.3557,7.182
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1F)Br)Br)N,0.6209,-2.1281,3.1313,2.8254
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1Cl)Br)Br)F,1.4552,-1.8654,3.4789,4.082
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)Cl)OC(F)(F)F)Br,1.4937,-1.797,3.348,4.3671
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(C)(C)C1=CC(=C(C(=C1)Br)Cl)Br,1.5778,-1.8644,3.5215,3.8992
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=CC(=C1Cl)Br)Br,1.3633,-1.9155,3.388,3.901
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1Br)Cl)Br)F,1.4142,-1.7455,3.3693,6.6606
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Cl)Br)F)Br,1.4308,-1.736,3.4059,6.8026
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1Br)F)Cl)Br,1.4051,-1.7495,3.3931,6.91
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)F)Cl)Br,1.4397,-1.8938,3.4772,5.2296
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Br)Cl)Br)N)F,0.9021,-2.0162,3.2834,2.2878
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=CC(=C1Cl)Br)Br,1.4009,-1.9006,3.4976,5.75
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1Br)Cl)Cl)Br,1.5055,-1.7904,3.4968,6.0247
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Cl)Br)Cl)Br)N,0.9589,-1.9271,3.3684,1.0843
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1Cl)Br)Cl)Br,1.639,-1.8323,3.5164,3.1121
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1Br)F)F)Br,1.3457,-1.7658,3.3294,6.9465
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Br)N)Br)F)F,0.8003,-2.1145,3.0956,2.3679
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)F)F)Br,1.4188,-1.8949,3.354,3.7826
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)N)Br)OC(F)F,0.616,-2.1515,2.9825,2.3813
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C=C1Br)Br)OC(F)F,1.3326,-1.9503,3.3064,3.9238
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)OC(F)F)Br,1.2568,-1.7934,3.3523,6.2161
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)N)OC(F)F)Br,0.6638,-2.1155,3.1857,0.7579
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Br)Cl)Cl)N)Br,0.8607,-1.9698,3.2231,1.2162
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1)Br)N)Br,0.6804,-2.1328,3.2078,2.2552
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=CC(=C(C(=C1N)Br)Cl)Br,0.7464,-1.9768,3.2596,1.4177
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C(=C(C=C1Cl)Br)N)Br,0.7849,-2.1297,3.1338,1.8295
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(C)C1=CC(=CC(=C1N)Br)Br,0.6252,-2.1225,3.2239,2.1987
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1(=C(C(=C(C(=C1Br)Cl)F)Cl)Br)N,1.0328,-1.9429,3.1364,2.1468
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,FC(F)Oc1cc(Br)c(Cl)c(Br)c1,1.5813,-1.8893,3.4891,4.0272
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)Cl)Cl)Br,1.5109,-1.8153,3.3727,3.7221
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1Br)C)Br)N,0.6856,-2.1852,3.3514,0.8331
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1)Br)C)Br,1.42,-2.1206,3.5376,2.8139
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)Br)Cl,1.3575,-1.8931,3.4917,2.7534
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=CC(=C(C(=C1)Br)Cl)Br,1.3773,-1.8989,3.5419,3.1764
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Br)N)Br)F)Cl,0.86,-2.0533,3.0777,2.5022
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=C(C=C(C(=C1Br)N)Cl)Br,0.9009,-1.9541,3.2656,2.5271
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COc1c(Br)cc(Cl)cc1Br,1.4164,-1.8202,3.3234,4.27
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CCCCC1=CC(=C(C(=C1)Br)N)Br,0.6618,-2.1386,3.1577,2.7191
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(C)C1=C(C=CC(=C1)Br)Br,1.2426,-1.9632,3.4662,6.6646
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(C)C1=CC(=CC(=C1Cl)Br)Br,1.4227,-1.8873,3.3906,3.6588
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1F)Br)Br)F,1.374,-1.9399,3.4075,3.7687
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=C(C=C1)Br)Br,1.2369,-2.0592,3.5011,4.4513
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Br)Cl)Br)N)Cl,0.9515,-1.9743,3.2826,1.7871
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)Cl)Br)Cl,1.6515,-1.874,3.5078,3.8358
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C(=C(C=C1)Br)C)Br,1.3867,-2.1042,3.5078,3.6008
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=CC(=C1C)Br)Br,1.3072,-2.0613,3.5631,5.5329
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C(=C(C=C1Br)Br)N)C,0.5837,-2.1823,3.2452,1.6229
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=CC(=C1[N+](=O)[O-])Br)Br,1.5378,-1.3622,3.4603,1.5929
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=CC(=C1[N+](=O)[O-])Br)Br,1.6212,-1.2391,3.3803,1.5514
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C=C1Br)[N+](=O)[O-])Br,1.5269,-1.2108,3.1313,0.6259
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1N)Br)[N+](=O)[O-])Br,1.0135,-1.3803,3.5197,0.0879
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1)Br)[N+](=O)[O-])Br,1.6992,-1.2951,3.2231,0.5795
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=CC(=C1Br)[N+](=O)[O-])Br,1.5645,-1.2274,3.2511,0.6209
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1[N+](=O)[O-])Br)N)Br,0.9438,-1.3821,2.5669,0.8857
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1[N+](=O)[O-])Br)I)Br,1.5404,-1.2713,3.3931,1.4116
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CCC1=CC(=CC(=C1N)Br)Br,0.5683,-2.1438,3.0947,3.779
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CCC1=CC(=CC(=C1)Br)Br,1.2784,-1.9751,3.3667,4.0612
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CCC1=CC(=CC(=C1Cl)Br)Br,1.3882,-1.8849,3.4143,3.3963
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CCC1=CC(=C(C(=C1)Br)N)Br,0.5875,-2.1602,3.0922,2.4713
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CCC1=C(C=CC(=C1)Br)Br,1.2516,-1.9971,3.5129,6.5809
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1)Br)F)Br,1.4252,-1.954,3.3259,3.9129
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)F)C#N)Br,1.3872,-1.9416,3.3208,4.132
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)Br)S,0.8527,-2.0244,3.3566,1.9277
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)S)Br,0.9669,-1.9615,3.2894,3.4221
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C=C1Br)Br)C(=O)Cl,1.4758,-1.5392,3.4169,3.6952
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=CC(=C1Br)N)Br,0.6493,-2.175,3.3268,1.511
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C=C1Br)Br)N,0.5728,-2.1656,3.1865,2.0544
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC(=O)CC1=CC(=CC(=C1)Br)Br,1.3909,-1.894,3.3634,4.2039
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC(=O)C1=C(C=C(C(=C1Br)N)Cl)Br,1.1074,-1.8487,3.161,1.0667
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)Br)C(F)(F)F,1.5162,-1.9028,3.3965,3.7568
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(C)OC1=CC(=CC(=C1)Br)Br,1.2023,-1.9846,3.3548,4.0062
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)Cl)Br,1.5365,-1.9353,3.5537,2.4171
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1Br)F)Br)[N+](=O)[O-],1.5705,-1.1608,3.3965,2.9484
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)Br)C(=O)O,1.5533,-1.6844,3.3608,4.1633
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C=C1Br)Br)CC(=O)O,1.3925,-1.894,3.473,4.9312
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1Br)F)Br)N,0.7126,-1.9917,3.0888,3.6548
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C=C1Br)N)Br,0.5958,-2.0859,3.184,3.171
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=C(C=CC(=C1)Br)Br,1.0653,-1.8597,3.2605,5.9042
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC(=O)C1=CC(=C(C=C1Br)C(=O)OC)Br,1.749,-1.3821,3.3982,3.1599
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1N)Br)F)Br,0.6949,-2.0699,3.2783,2.2061
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)O)Br)CCC(=O)O,1.1977,-1.8909,3.2358,2.6409
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)C(=O)O)Br,1.655,-1.8422,3.4178,2.8068
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)N)Br)S(=O)(=O)N,0.7046,-2.2877,3.1168,2.0868
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)C(F)(F)F)Br,1.5669,-1.9812,3.4781,4.0987
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)F)Br,1.394,-1.9485,3.3327,3.5563
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)[N+](=O)[O-])Br,1.7088,-1.2545,3.4263,1.7158
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1Br)Cl)Br)Cl,1.4842,-1.7479,3.4789,6.2986
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC(=O)C1=CC(=CC(=C1)Br)Br,1.481,-1.8234,3.3378,4.6169
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C=C1Br)Br)O,1.1847,-2.0042,3.309,4.0574
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)N)Br,0.6544,-2.0335,3.15,3.5749
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)F)Br)N,0.7978,-2.0195,3.1874,1.9688
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)N)Br)C(=O)O,0.8622,-2.1285,3.1831,2.7694
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)O)Br,1.0135,-1.9039,3.269,6.371
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C=C1Br)Br)N,0.7193,-2.085,3.2537,1.7308
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=C(C=C1Br)N)Br,0.6455,-2.1602,3.4246,1.2772
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=CC(=CC(=C1)Br)Br,1.2339,-1.9934,3.2996,3.8418
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)O)Br)C#N,1.2851,-1.9534,3.303,3.2778
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)CC(=O)O)Br,1.342,-1.8996,3.4628,6.1991
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)CC(=O)O)Br,1.6014,-1.9945,3.4331,3.1932
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1O)Br)Br)C(=O)O,1.3498,-1.6828,3.3447,1.3604
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1CCN(C1)C2=CC(=CC(=C2)Br)Br,0.6185,-2.0511,3.4466,3.4377
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC=C(C=C1)C2=C(C=C(C=C2)Br)Br,1.1739,-1.972,3.558,4.0619
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1CCN(CC1)C2=CC(=CC(=C2)Br)Br,0.7326,-2.001,3.5376,3.4453
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1COCCN1C2=CC(=CC(=C2)Br)Br,0.6378,-2.0555,3.0854,0.6979
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(C)(C)C(=O)NC1=CC(=CC(=C1)Br)Br,1.3288,-1.9168,3.4059,3.417
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=C(C=C1Br)S(=O)(=O)C(F)(F)F)Br,1.4667,-2.0495,3.4789,4.103
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)F)Br)[N+](=O)[O-],1.6068,-1.2007,3.4339,2.0294
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(=O)OCC1=C(C=CC=C1Br)Br,1.6342,-1.9273,3.4441,3.5689
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)C2=C(N=C3C(=C2)C=NC(=N3)N)N)Br,1.163,-1.9004,2.9613,0.5447
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)NN)Br,0.7944,-1.9848,3.1619,4.0411
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)C=O)Br,1.351,-1.6453,3.3582,5.1546
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(=O)C1=C(C=C(C=C1)Br)Br,1.4474,-1.6922,3.4764,4.7356
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1OC(F)(F)F)Br)Br,1.4022,-1.7556,3.4228,0.6881
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=CC(=C1Br)O)Br)O,0.7498,-1.9334,3.0471,4.2088
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)Br)C=O,1.475,-1.5476,3.3327,3.3311
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)Br)[N+](=O)[O-],1.5712,-1.1393,3.3667,3.5456
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=C(C=C(C=C1C(=O)O)Br)Br,1.3629,-1.8005,3.2996,3.3823
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC(=O)C1=C(C=C(C=C1)Br)Br,1.5866,-1.6605,3.3599,3.7036
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=C(C(=C(C=C1Br)Br)F)F,1.2236,-1.9144,3.3344,3.0464
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Br)F)F)O)Br,1.1965,-1.9181,3.3472,3.3483
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=CC(=C(C=C1Br)Br)F,1.0888,-1.9658,3.2919,4.0511
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C(=C(C(=C1Br)F)Br)O)[N+](=O)[O-],1.3886,-1.2536,3.4263,1.5426
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)CO)Br,1.4667,-2.0493,3.4645,3.8298
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC(=O)C1=C(C=CC=C1Br)Br,1.6577,-1.8094,3.371,3.7268
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C=C1Br)Br)CC#N,1.3028,-1.9779,3.3387,4.5092
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=C(C=C1Br)OC)Br,1.1932,-2.0635,3.5019,2.2028
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=CC(=C(C(=C1)Br)O)Br,1.0341,-2.0244,3.3208,4.1789
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C(=C(C(=C1Br)C)C)Br)C,1.5105,-2.1546,3.6481,1.3209
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(SC2=C1SC(=C2)Br)Br,0.434,-1.5572,2.4207,9.7983
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)Br)CO,1.2957,-1.9883,3.5155,4.0661
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=C(C=CC=C1Br)Br,1.3222,-1.9156,3.2563,4.1832
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C=C1Br)Br)[N+](=O)[O-],1.4559,-1.2561,3.2886,0.9009
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(=O)C1=CC(=CC(=C1)Br)Br,1.3549,-1.9005,3.3684,3.3614
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)C(=O)O)N)Br,1.0388,-1.8379,2.9409,1.1361
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)C=O)F)Br,1.5626,-1.4301,3.3319,3.3195
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)CO)Br,1.2759,-1.9486,3.4603,6.0747
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C=C1Br)CC#N)Br,1.2695,-1.9462,3.3923,6.1404
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CCOC1=CC(=CC(=C1)Br)Br,1.2165,-1.9797,3.3285,3.8939
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)C(=O)O)F)Br,1.6237,-1.699,3.3642,3.8532
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC=C(C=C1)C2=CC(=CC(=C2)Br)Br,1.2767,-1.9775,3.3123,5.039
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC1=C(C=C(C(=C1Cl)Br)Cl)Br,1.5708,-1.8219,3.5614,5.4503
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=CC(=CC(=C1N)Br)Br,0.5137,-2.0841,2.9681,1.005
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COCCOC1=C(C=C(C=C1)Br)Br,1.0575,-1.9434,3.2818,3.4801
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC=C(C=C1)OC2=CC(=CC(=C2)Br)Br,1.228,-1.9458,3.4807,4.8669
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1CCOC(C1)COC2=C(C=C(C=C2)Br)Br,1.0826,-1.8783,3.3676,3.7741
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(C)(C)OC1=C(C=C(C=C1)Br)Br,1.2838,-1.9213,3.439,3.4699
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)O)Br)Cl,1.2191,-1.9225,3.235,3.2375
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=CC(=C(C(=C1)Br)CC#N)Br,1.4844,-2.0374,3.4603,3.721
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,CC(C)(C)C1=CC(=C(C(=C1)Br)O)Br,1.0998,-2.0268,3.343,3.5572
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,C1=C(C=C(C(=C1Br)N)CO)Br,0.5952,-2.1592,3.1636,2.7512
C1=CC2=C(C=C1Br)S(=O)(=O)C3=C2C=CC(=C3)Br,COC1=CC(=C(C=C1Br)Br)OC,0.8877,-1.9372,3.1534,3.2624
